                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0738,                0.82923,                 1.1522,                 0.7057,                0.62498,                0.68284,                0.41913,                  1.634,                 1.5256,                 1.5978,             0.00043747,             0.00043747,             0.00043747
                     19,                 1.0622,                0.83621,                 1.1617,                0.73322,                0.65644,                0.70892,                 0.4245,                 1.6251,                 1.4414,                 1.6008,             0.00043227,             0.00043227,             0.00043227
                     20,                 1.0768,                0.85295,                 1.1607,                0.77893,                 0.6024,                0.68471,                0.40144,                 1.5991,                 1.5042,                 1.5367,             0.00042706,             0.00042706,             0.00042706
                     21,                 1.0424,                0.81268,                 1.1339,                0.61632,                0.66468,                0.69538,                0.40278,                 1.5979,                 1.4862,                 1.5512,             0.00042185,             0.00042185,             0.00042185
                     22,                 1.0398,                0.80039,                 1.1438,                0.68427,                0.63486,                0.68204,                0.40374,                 1.5596,                 1.6056,                 1.4916,             0.00041664,             0.00041664,             0.00041664
                     23,                 1.0249,                0.79146,                 1.1202,                0.74774,                0.56658,                0.66829,                0.40965,                 1.5616,                 1.5798,                 1.5634,             0.00041144,             0.00041144,             0.00041144
                     24,                 1.0395,                 0.8342,                 1.1401,                0.68665,                0.65981,                0.70372,                0.40358,                 1.6262,                 1.5064,                 1.5969,             0.00040623,             0.00040623,             0.00040623
                     25,                 1.0271,                0.79766,                 1.1384,                0.75407,                0.63955,                0.68876,                0.39563,                 1.6589,                 1.5647,                 1.5932,             0.00040102,             0.00040102,             0.00040102
                     26,                 1.0195,                0.78682,                 1.1264,                0.79736,                0.55732,                0.67721,                0.40887,                 1.6144,                 1.4964,                 1.5545,             0.00039581,             0.00039581,             0.00039581
                     27,                 1.0012,                0.79339,                  1.129,                0.74052,                0.58467,                0.69551,                0.40926,                 1.6045,                 1.4836,                 1.5168,             0.00039061,             0.00039061,             0.00039061
                     28,                 1.0068,                0.78833,                 1.1269,                0.67707,                0.54725,                0.63537,                0.37529,                 1.6245,                 1.6528,                 1.5894,              0.0003854,              0.0003854,              0.0003854
                     29,                 1.0287,                0.79462,                 1.1327,                0.65736,                0.62798,                0.66062,                0.39273,                 1.5555,                  1.629,                 1.5506,             0.00038019,             0.00038019,             0.00038019
                     30,                 1.0038,                0.77476,                 1.1185,                0.68745,                0.58873,                0.64669,                0.38671,                 1.5913,                 1.6011,                 1.5919,             0.00037499,             0.00037499,             0.00037499
                     31,                 1.0087,                0.77598,                 1.1325,                0.69275,                0.56527,                0.63178,                 0.3617,                 1.6837,                 1.5959,                 1.6421,             0.00036978,             0.00036978,             0.00036978
                     32,                 1.0141,                0.76595,                 1.1423,                0.70073,                0.60663,                0.64527,                 0.3647,                 1.6014,                 1.5274,                 1.5636,             0.00036457,             0.00036457,             0.00036457
                     33,                 0.9871,                0.78114,                 1.1112,                0.69953,                 0.6602,                0.69678,                0.41015,                 1.5916,                 1.4763,                 1.5719,             0.00035936,             0.00035936,             0.00035936
                     34,                0.98504,                0.75128,                 1.1093,                0.71191,                0.59475,                0.63868,                0.36985,                 1.6003,                    1.6,                  1.576,             0.00035416,             0.00035416,             0.00035416
                     35,                0.98182,                0.75622,                 1.1109,                0.78544,                0.59131,                0.65723,                0.39043,                 1.5732,                 1.4821,                 1.5494,             0.00034895,             0.00034895,             0.00034895
                     36,                0.98499,                0.75092,                 1.1155,                0.66975,                 0.6518,                0.66955,                0.39629,                 1.5782,                 1.5981,                 1.5506,             0.00034374,             0.00034374,             0.00034374
                     37,                0.97496,                 0.7603,                 1.1152,                0.73387,                 0.6033,                0.65903,                0.39225,                 1.5945,                 1.5521,                 1.5665,             0.00033853,             0.00033853,             0.00033853
                     38,                 0.9731,                0.71522,                 1.1104,                0.70356,                0.64839,                0.67956,                0.40153,                 1.6343,                  1.545,                 1.6117,             0.00033333,             0.00033333,             0.00033333
                     39,                0.97513,                0.76768,                 1.1194,                0.78505,                0.59378,                0.66185,                0.40128,                 1.6257,                 1.5606,                 1.6121,             0.00032812,             0.00032812,             0.00032812
                     40,                 1.0109,                0.73379,                 1.1245,                0.73836,                0.63167,                0.66898,                0.39148,                 1.6602,                 1.5418,                 1.6669,             0.00032291,             0.00032291,             0.00032291
                     41,                0.94981,                0.71782,                  1.097,                0.73721,                0.59626,                0.65077,                0.39683,                 1.5791,                 1.5727,                 1.5666,              0.0003177,              0.0003177,              0.0003177
                     42,                0.96887,                0.70834,                 1.1075,                0.75739,                0.62219,                0.67191,                 0.3943,                 1.6007,                 1.5884,                 1.5794,              0.0003125,              0.0003125,              0.0003125
                     43,                0.95127,                0.72608,                 1.0913,                0.82008,                0.56171,                0.67709,                0.39151,                  1.598,                  1.555,                 1.5795,             0.00030729,             0.00030729,             0.00030729
                     44,                0.95592,                0.71169,                 1.0964,                 0.8377,                0.56072,                0.68257,                0.40443,                 1.5662,                 1.5682,                 1.5668,             0.00030208,             0.00030208,             0.00030208
