                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.0518,                0.81199,                  1.142,                0.65287,                0.63421,                0.70073,                0.41065,                 1.5714,                 1.4667,                 1.5519,             0.00042185,             0.00042185,             0.00042185
                     22,                 1.0661,                0.84391,                 1.1534,                0.63902,                0.66544,                0.68964,                0.38289,                 1.6484,                 1.4358,                 1.5969,             0.00041664,             0.00041664,             0.00041664
                     23,                  1.038,                0.79382,                 1.1492,                0.67795,                0.63785,                0.66849,                0.37871,                 1.6608,                 1.4051,                  1.613,             0.00041144,             0.00041144,             0.00041144
                     24,                 1.0413,                0.81998,                 1.1415,                 0.6446,                0.61558,                0.65123,                0.39584,                 1.5845,                  1.578,                 1.5592,             0.00040623,             0.00040623,             0.00040623
                     25,                 1.0273,                0.80672,                 1.1407,                0.71448,                0.60438,                0.65597,                0.39942,                 1.6267,                 1.5204,                 1.6078,             0.00040102,             0.00040102,             0.00040102
                     26,                 1.0375,                0.79964,                 1.1484,                0.60637,                0.64491,                0.66373,                0.38014,                 1.6519,                 1.4391,                 1.6583,             0.00039581,             0.00039581,             0.00039581
                     27,                 1.0546,                0.80215,                 1.1525,                0.76354,                0.57143,                0.69113,                0.40091,                 1.6175,                 1.4219,                  1.624,             0.00039061,             0.00039061,             0.00039061
                     28,                0.99351,                0.76884,                 1.1231,                0.73226,                0.64465,                0.71498,                0.42948,                 1.6083,                 1.3946,                 1.5944,              0.0003854,              0.0003854,              0.0003854
                     29,                 1.0056,                 0.7605,                 1.1132,                0.78492,                0.63429,                0.72763,                0.42068,                 1.6102,                 1.3284,                 1.5841,             0.00038019,             0.00038019,             0.00038019
                     30,                0.98831,                0.76957,                 1.1349,                0.74949,                0.65765,                0.70664,                0.41655,                 1.6628,                 1.3463,                 1.6615,             0.00037499,             0.00037499,             0.00037499
                     31,                 1.0343,                0.79211,                 1.1532,                0.72446,                0.65668,                 0.7238,                0.42626,                 1.6922,                 1.2928,                 1.6489,             0.00036978,             0.00036978,             0.00036978
                     32,                  1.021,                0.77486,                 1.1211,                0.79238,                 0.6141,                0.73067,                0.42831,                 1.6731,                 1.3363,                 1.6187,             0.00036457,             0.00036457,             0.00036457
                     33,                 1.0062,                0.76622,                 1.1233,                0.77974,                  0.621,                0.70523,                0.40311,                 1.6592,                 1.3532,                  1.633,             0.00035936,             0.00035936,             0.00035936
                     34,                  1.007,                0.76194,                 1.1219,                0.75905,                0.64344,                0.72079,                0.41994,                 1.6071,                 1.3446,                 1.6159,             0.00035416,             0.00035416,             0.00035416
                     35,                0.98049,                0.75191,                 1.1174,                0.79638,                0.58532,                0.69813,                0.42168,                 1.6031,                 1.3485,                 1.6428,             0.00034895,             0.00034895,             0.00034895
                     36,                  1.007,                0.78592,                 1.1338,                0.73316,                 0.6564,                0.68567,                0.41919,                 1.6166,                 1.4677,                 1.6254,             0.00034374,             0.00034374,             0.00034374
                     37,                 1.0247,                0.75515,                 1.1306,                0.68946,                0.57673,                0.68018,                0.40586,                 1.6229,                 1.5417,                 1.6069,             0.00033853,             0.00033853,             0.00033853
                     38,                 1.0036,                0.76355,                 1.1254,                0.68717,                0.54619,                 0.6628,                0.40602,                 1.5957,                 1.4003,                 1.5841,             0.00033333,             0.00033333,             0.00033333
                     39,                0.98802,                0.75678,                 1.1134,                0.71774,                0.62275,                0.68515,                0.41939,                  1.562,                 1.3789,                  1.545,             0.00032812,             0.00032812,             0.00032812
                     40,                0.97551,                0.75115,                 1.1289,                0.79249,                0.63545,                0.71804,                0.42284,                 1.6182,                 1.3363,                 1.6074,             0.00032291,             0.00032291,             0.00032291
                     41,                0.96655,                0.74869,                 1.1029,                0.69646,                0.66047,                0.72361,                0.42313,                 1.6226,                   1.35,                 1.6132,              0.0003177,              0.0003177,              0.0003177
                     42,                0.97407,                0.73171,                 1.1101,                0.70003,                0.62742,                0.68493,                0.40211,                  1.644,                 1.3942,                 1.6248,              0.0003125,              0.0003125,              0.0003125
