                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 1.0819,                0.88656,                 1.1649,                0.76654,                0.66142,                0.71872,                0.43629,                 1.4961,                 1.2489,                 1.4813,             0.00021356,             0.00021356,             0.00021356
                     62,                 1.0727,                0.86138,                 1.1405,                0.85728,                0.62273,                0.71037,                0.42895,                 1.4878,                  1.313,                 1.4612,             0.00020835,             0.00020835,             0.00020835
                     63,                 1.0799,                0.87466,                 1.1662,                0.78241,                0.63296,                 0.6955,                 0.4233,                 1.4975,                 1.3042,                 1.4933,             0.00020314,             0.00020314,             0.00020314
                     64,                 1.0906,                0.86541,                 1.1741,                0.80411,                0.61712,                0.67648,                0.41317,                 1.5648,                 1.2994,                 1.5554,             0.00019793,             0.00019793,             0.00019793
                     65,                 1.0797,                0.87187,                  1.162,                0.84423,                0.61514,                0.72282,                0.42151,                 1.4999,                 1.2828,                 1.5088,             0.00019273,             0.00019273,             0.00019273
                     66,                 1.0748,                0.87472,                 1.1667,                0.82289,                0.63298,                0.72262,                0.43481,                 1.5135,                 1.2938,                 1.5015,             0.00018752,             0.00018752,             0.00018752
                     67,                 1.0825,                0.85004,                 1.1632,                0.83431,                0.63155,                 0.7302,                  0.435,                 1.4908,                 1.2642,                 1.4605,             0.00018231,             0.00018231,             0.00018231
                     68,                 1.0587,                0.85124,                 1.1518,                 0.8122,                0.62345,                0.69701,                0.42919,                 1.4688,                 1.2474,                 1.4365,              0.0001771,              0.0001771,              0.0001771
                     69,                 1.0792,                0.86299,                 1.1554,                0.83475,                0.65484,                0.72532,                 0.4243,                 1.5149,                 1.2783,                 1.5051,              0.0001719,              0.0001719,              0.0001719
                     70,                 1.0575,                0.86633,                 1.1542,                0.76054,                0.64876,                0.72095,                0.41494,                 1.4834,                 1.2582,                 1.4701,             0.00016669,             0.00016669,             0.00016669
                     71,                 1.0747,                0.84108,                 1.1591,                0.80937,                0.67443,                0.73397,                0.42145,                 1.4717,                 1.2175,                 1.4828,             0.00016148,             0.00016148,             0.00016148
                     72,                 1.0592,                0.85231,                 1.1545,                0.80003,                0.65444,                0.70974,                0.42579,                 1.4893,                 1.2253,                 1.4693,             0.00015627,             0.00015627,             0.00015627
                     73,                  1.039,                0.82817,                 1.1337,                0.82746,                0.63923,                0.72785,                0.42658,                 1.4764,                 1.2409,                 1.4547,             0.00015107,             0.00015107,             0.00015107
                     74,                 1.0614,                0.83009,                 1.1604,                0.81855,                0.65468,                0.72679,                0.43195,                 1.4782,                 1.2072,                 1.4708,             0.00014586,             0.00014586,             0.00014586
                     75,                 1.0361,                0.82492,                  1.138,                0.78794,                0.63582,                0.70111,                 0.4392,                 1.4963,                 1.2076,                 1.4909,             0.00014065,             0.00014065,             0.00014065
                     76,                 1.0214,                0.83083,                 1.1305,                0.76197,                0.65239,                0.72416,                0.42913,                 1.5225,                 1.2191,                  1.496,             0.00013544,             0.00013544,             0.00013544
                     77,                 1.0296,                0.80008,                 1.1227,                0.71225,                0.63355,                0.69229,                0.41449,                  1.543,                 1.2744,                 1.5113,             0.00013024,             0.00013024,             0.00013024
                     78,                 1.0348,                0.81883,                  1.138,                0.66511,                0.69778,                0.72019,                0.42328,                 1.5161,                 1.2398,                 1.4935,             0.00012503,             0.00012503,             0.00012503
                     79,                 1.0051,                0.78972,                 1.1338,                0.82238,                0.66061,                 0.7247,                0.44351,                 1.4973,                 1.1966,                 1.4919,             0.00011982,             0.00011982,             0.00011982
                     80,                 1.0055,                 0.7872,                 1.1223,                 0.7184,                0.69401,                0.73462,                0.44817,                 1.4795,                 1.1797,                 1.4541,             0.00011462,             0.00011462,             0.00011462
                     81,                 1.0112,                0.79591,                 1.1252,                0.76216,                0.66722,                0.73238,                0.43941,                 1.4747,                 1.2044,                 1.4581,             0.00010941,             0.00010941,             0.00010941
                     82,                 1.0033,                0.79602,                 1.1255,                0.82926,                0.66075,                 0.7268,                0.43671,                 1.5196,                 1.2096,                 1.4969,              0.0001042,              0.0001042,              0.0001042
                     83,                 1.0012,                0.77562,                 1.1292,                0.82399,                0.64715,                0.72813,                0.43533,                 1.5407,                 1.2114,                 1.5153,             9.8993e-05,             9.8993e-05,             9.8993e-05
                     84,                 1.0194,                0.77796,                  1.127,                0.83633,                0.65956,                0.72997,                0.43214,                 1.5277,                 1.2062,                 1.4925,             9.3786e-05,             9.3786e-05,             9.3786e-05
                     85,                 1.0044,                0.76901,                 1.1235,                0.84346,                0.65122,                0.72893,                0.43117,                 1.5393,                  1.207,                 1.5027,             8.8578e-05,             8.8578e-05,             8.8578e-05
                     86,                0.99543,                0.78174,                  1.116,                0.82216,                0.67387,                0.72508,                0.42955,                 1.5319,                  1.233,                  1.507,             8.3371e-05,             8.3371e-05,             8.3371e-05
                     87,                0.98261,                0.77518,                 1.1211,                 0.7995,                0.68104,                0.71516,                0.42617,                 1.5383,                 1.2141,                 1.5055,             7.8164e-05,             7.8164e-05,             7.8164e-05
                     88,                0.99755,                  0.779,                 1.1138,                 0.7225,                0.72672,                0.73749,                0.43021,                 1.5191,                 1.1975,                 1.5032,             7.2956e-05,             7.2956e-05,             7.2956e-05
                     89,                0.98769,                  0.752,                   1.11,                0.76006,                 0.6873,                0.74383,                0.43652,                 1.5398,                 1.2146,                 1.5228,             6.7749e-05,             6.7749e-05,             6.7749e-05
                     90,                0.98809,                0.75995,                 1.1166,                0.83271,                0.66078,                0.73981,                 0.4358,                 1.5312,                 1.1937,                 1.5141,             6.2541e-05,             6.2541e-05,             6.2541e-05
                     91,                0.91797,                0.84515,                 1.0563,                0.75909,                  0.683,                0.73734,                 0.4346,                 1.5525,                 1.2149,                 1.5232,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     92,                0.90239,                0.75312,                 1.0568,                0.75264,                0.66504,                0.71096,                0.41997,                 1.5493,                 1.2504,                 1.5268,             5.2127e-05,             5.2127e-05,             5.2127e-05
                     93,                0.86633,                0.71518,                 1.0274,                0.78436,                 0.6646,                0.73206,                0.42991,                   1.55,                 1.1644,                 1.5397,             4.6919e-05,             4.6919e-05,             4.6919e-05
                     94,                0.83365,                0.66379,                 1.0407,                0.82716,                0.67773,                0.72797,                0.42042,                 1.5452,                 1.1796,                 1.5395,             4.1712e-05,             4.1712e-05,             4.1712e-05
                     95,                0.85264,                0.67618,                 1.0368,                0.81472,                0.66661,                0.73113,                0.42673,                 1.5494,                 1.2025,                 1.5436,             3.6504e-05,             3.6504e-05,             3.6504e-05
                     96,                0.82853,                 0.6669,                 1.0319,                0.82881,                0.64625,                 0.7412,                0.43633,                 1.5368,                 1.1933,                 1.5249,             3.1297e-05,             3.1297e-05,             3.1297e-05
                     97,                0.83423,                0.65849,                 1.0317,                0.84303,                0.65693,                0.74303,                0.43873,                 1.5535,                 1.1924,                 1.5353,              2.609e-05,              2.609e-05,              2.609e-05
                     98,                0.83153,                0.63679,                  1.027,                0.72443,                0.69789,                0.74719,                0.44006,                 1.5498,                 1.1781,                 1.5358,             2.0882e-05,             2.0882e-05,             2.0882e-05
                     99,                0.83185,                0.64115,                 1.0153,                0.72911,                0.70627,                0.74484,                0.43814,                 1.5383,                 1.1695,                  1.527,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    100,                0.81601,                0.64149,                  1.018,                0.74111,                0.70406,                0.74504,                0.43745,                 1.5333,                 1.1712,                 1.5232,             1.0467e-05,             1.0467e-05,             1.0467e-05
